id,value,relationship,x,y
Boulatruelle,1,Boulatruelle->Thenardier,144.69112,278.285
Eponine,2,Eponine->Mme.Thenardier,104.20825,99.42744
Eponine,3,Eponine->Thenardier,104.20825,99.42744
Anzelma,2,Anzelma->Eponine,76.7964,191.83647
Anzelma,2,Anzelma->Thenardier,76.7964,191.83647
Anzelma,1,Anzelma->Mme.Thenardier,76.7964,191.83647
Woman2,3,Woman2->Valjean,-95.26801,59.67989
Woman2,1,Woman2->Cosette,-95.26801,59.67989
Woman2,1,Woman2->Javert,-95.26801,59.67989
MotherInnocent,3,MotherInnocent->Fauchelevent,32.25317,-189.20392
MotherInnocent,1,MotherInnocent->Valjean,32.25317,-189.20392
Gribier,2,Gribier->Fauchelevent,156.89601,-292.71924
Mme.Burgon,1,Mme.Burgon->Jondrette,425.6208,34.055626
Gavroche,2,Gavroche->Mme.Burgon,183.19376,44.461323
Gavroche,1,Gavroche->Thenardier,183.19376,44.461323
Gavroche,1,Gavroche->Javert,183.19376,44.461323
Gavroche,1,Gavroche->Valjean,183.19376,44.461323
Gillenormand,3,Gillenormand->Cosette,-16.142853,171.13583
Gillenormand,2,Gillenormand->Valjean,-16.142853,171.13583
Magnon,1,Magnon->Gillenormand,-66.20385,251.9851
Magnon,1,Magnon->Mme.Thenardier,-66.20385,251.9851
Mlle.Gillenormand,9,Mlle.Gillenormand->Gillenormand,-24.96392,216.91718
Mlle.Gillenormand,2,Mlle.Gillenormand->Cosette,-24.96392,216.91718
Mlle.Gillenormand,2,Mlle.Gillenormand->Valjean,-24.96392,216.91718
Mme.Pontmercy,1,Mme.Pontmercy->Mlle.Gillenormand,31.058243,372.87607
Mme.Pontmercy,1,Mme.Pontmercy->Pontmercy,31.058243,372.87607
Mlle.Vaubois,1,Mlle.Vaubois->Mlle.Gillenormand,-58.642838,399.853
Lt.Gillenormand,2,Lt.Gillenormand->Mlle.Gillenormand,4.615197,241.52464
Lt.Gillenormand,1,Lt.Gillenormand->Gillenormand,4.615197,241.52464
Lt.Gillenormand,1,Lt.Gillenormand->Cosette,4.615197,241.52464
Marius,6,Marius->Mlle.Gillenormand,84.1915,147.98248
Marius,12,Marius->Gillenormand,84.1915,147.98248
Marius,1,Marius->Pontmercy,84.1915,147.98248
Marius,1,Marius->Lt.Gillenormand,84.1915,147.98248
Marius,21,Marius->Cosette,84.1915,147.98248
Marius,19,Marius->Valjean,84.1915,147.98248
Marius,1,Marius->Tholomyes,84.1915,147.98248
Marius,2,Marius->Thenardier,84.1915,147.98248
Marius,5,Marius->Eponine,84.1915,147.98248
Marius,4,Marius->Gavroche,84.1915,147.98248
BaronessT,1,BaronessT->Gillenormand,47.282112,289.23508
BaronessT,1,BaronessT->Marius,47.282112,289.23508
Mabeuf,1,Mabeuf->Marius,218.59459,166.44547
Mabeuf,1,Mabeuf->Eponine,218.59459,166.44547
Mabeuf,1,Mabeuf->Gavroche,218.59459,166.44547
Enjolras,7,Enjolras->Marius,148.44029,74.28512
Enjolras,7,Enjolras->Gavroche,148.44029,74.28512
Enjolras,6,Enjolras->Javert,148.44029,74.28512
Enjolras,1,Enjolras->Mabeuf,148.44029,74.28512
Enjolras,4,Enjolras->Valjean,148.44029,74.28512
Combeferre,15,Combeferre->Enjolras,221.67989,94.698906
Combeferre,5,Combeferre->Marius,221.67989,94.698906
Combeferre,6,Combeferre->Gavroche,221.67989,94.698906
Combeferre,2,Combeferre->Mabeuf,221.67989,94.698906
Prouvaire,1,Prouvaire->Gavroche,252.52956,60.80996
Prouvaire,4,Prouvaire->Enjolras,252.52956,60.80996
Prouvaire,2,Prouvaire->Combeferre,252.52956,60.80996
Feuilly,2,Feuilly->Gavroche,203.9916,133.25905
Feuilly,6,Feuilly->Enjolras,203.9916,133.25905
Feuilly,2,Feuilly->Prouvaire,203.9916,133.25905
Feuilly,5,Feuilly->Combeferre,203.9916,133.25905
Feuilly,1,Feuilly->Mabeuf,203.9916,133.25905
Feuilly,1,Feuilly->Marius,203.9916,133.25905
Courfeyrac,9,Courfeyrac->Marius,201.80182,108.21158
Courfeyrac,17,Courfeyrac->Enjolras,201.80182,108.21158
Courfeyrac,13,Courfeyrac->Combeferre,201.80182,108.21158
Courfeyrac,7,Courfeyrac->Gavroche,201.80182,108.21158
Courfeyrac,2,Courfeyrac->Mabeuf,201.80182,108.21158
Courfeyrac,1,Courfeyrac->Eponine,201.80182,108.21158
Courfeyrac,6,Courfeyrac->Feuilly,201.80182,108.21158
Courfeyrac,3,Courfeyrac->Prouvaire,201.80182,108.21158
Bahorel,5,Bahorel->Combeferre,236.94731,115.83865
Bahorel,5,Bahorel->Gavroche,236.94731,115.83865
Bahorel,6,Bahorel->Courfeyrac,236.94731,115.83865
Bahorel,2,Bahorel->Mabeuf,236.94731,115.83865
Bahorel,4,Bahorel->Enjolras,236.94731,115.83865
Bahorel,3,Bahorel->Feuilly,236.94731,115.83865
Bahorel,2,Bahorel->Prouvaire,236.94731,115.83865
Bahorel,1,Bahorel->Marius,236.94731,115.83865
Bossuet,5,Bossuet->Marius,172.52101,76.79466
Bossuet,12,Bossuet->Courfeyrac,172.52101,76.79466
Bossuet,5,Bossuet->Gavroche,172.52101,76.79466
Bossuet,4,Bossuet->Bahorel,172.52101,76.79466
Bossuet,10,Bossuet->Enjolras,172.52101,76.79466
Bossuet,6,Bossuet->Feuilly,172.52101,76.79466
Bossuet,2,Bossuet->Prouvaire,172.52101,76.79466
Bossuet,9,Bossuet->Combeferre,172.52101,76.79466
Bossuet,1,Bossuet->Mabeuf,172.52101,76.79466
Bossuet,1,Bossuet->Valjean,172.52101,76.79466
Joly,5,Joly->Bahorel,230.06264,135.12411
Joly,7,Joly->Bossuet,230.06264,135.12411
Joly,3,Joly->Gavroche,230.06264,135.12411
Joly,5,Joly->Courfeyrac,230.06264,135.12411
Joly,5,Joly->Enjolras,230.06264,135.12411
Joly,5,Joly->Feuilly,230.06264,135.12411
Joly,2,Joly->Prouvaire,230.06264,135.12411
Joly,5,Joly->Combeferre,230.06264,135.12411
Joly,1,Joly->Mabeuf,230.06264,135.12411
Joly,2,Joly->Marius,230.06264,135.12411
Grantaire,3,Grantaire->Bossuet,264.61884,83.06417
Grantaire,3,Grantaire->Enjolras,264.61884,83.06417
Grantaire,1,Grantaire->Combeferre,264.61884,83.06417
Grantaire,2,Grantaire->Courfeyrac,264.61884,83.06417
Grantaire,2,Grantaire->Joly,264.61884,83.06417
Grantaire,1,Grantaire->Gavroche,264.61884,83.06417
Grantaire,1,Grantaire->Bahorel,264.61884,83.06417
Grantaire,1,Grantaire->Feuilly,264.61884,83.06417
Grantaire,1,Grantaire->Prouvaire,264.61884,83.06417
MotherPlutarch,3,MotherPlutarch->Mabeuf,358.90396,281.71112
Gueulemer,5,Gueulemer->Thenardier,65.95136,41.286945
Gueulemer,1,Gueulemer->Valjean,65.95136,41.286945
Gueulemer,1,Gueulemer->Mme.Thenardier,65.95136,41.286945
Gueulemer,1,Gueulemer->Javert,65.95136,41.286945
Gueulemer,1,Gueulemer->Gavroche,65.95136,41.286945
Gueulemer,1,Gueulemer->Eponine,65.95136,41.286945
Babet,6,Babet->Thenardier,53.517197,22.297071
Babet,6,Babet->Gueulemer,53.517197,22.297071
Babet,1,Babet->Valjean,53.517197,22.297071
Babet,1,Babet->Mme.Thenardier,53.517197,22.297071
Babet,2,Babet->Javert,53.517197,22.297071
Babet,1,Babet->Gavroche,53.517197,22.297071
Babet,1,Babet->Eponine,53.517197,22.297071
Claquesous,4,Claquesous->Thenardier,40.901043,49.806934
Claquesous,4,Claquesous->Babet,40.901043,49.806934
Claquesous,4,Claquesous->Gueulemer,40.901043,49.806934
Claquesous,1,Claquesous->Valjean,40.901043,49.806934
Claquesous,1,Claquesous->Mme.Thenardier,40.901043,49.806934
Claquesous,1,Claquesous->Javert,40.901043,49.806934
Claquesous,1,Claquesous->Eponine,40.901043,49.806934
Claquesous,1,Claquesous->Enjolras,40.901043,49.806934
Montparnasse,1,Montparnasse->Javert,75.9597,4.056976
Montparnasse,2,Montparnasse->Babet,75.9597,4.056976
Montparnasse,2,Montparnasse->Gueulemer,75.9597,4.056976
Montparnasse,2,Montparnasse->Claquesous,75.9597,4.056976
Montparnasse,1,Montparnasse->Valjean,75.9597,4.056976
Montparnasse,1,Montparnasse->Gavroche,75.9597,4.056976
Montparnasse,1,Montparnasse->Eponine,75.9597,4.056976
Montparnasse,1,Montparnasse->Thenardier,75.9597,4.056976
Toussaint,2,Toussaint->Cosette,-82.6247,27.775728
Toussaint,1,Toussaint->Javert,-82.6247,27.775728
Toussaint,1,Toussaint->Valjean,-82.6247,27.775728
Child1,2,Child1->Gavroche,354.56882,-12.536513
Child2,2,Child2->Gavroche,333.52228,-51.870464
Child2,3,Child2->Child1,333.52228,-51.870464
Brujon,3,Brujon->Babet,117.9336,21.688423
Brujon,3,Brujon->Gueulemer,117.9336,21.688423
Brujon,3,Brujon->Thenardier,117.9336,21.688423
Brujon,1,Brujon->Gavroche,117.9336,21.688423
Brujon,1,Brujon->Eponine,117.9336,21.688423
Brujon,1,Brujon->Claquesous,117.9336,21.688423
Brujon,1,Brujon->Montparnasse,117.9336,21.688423
Mme.Hucheloup,1,Mme.Hucheloup->Bossuet,279.9323,103.530365
Mme.Hucheloup,1,Mme.Hucheloup->Joly,279.9323,103.530365
Mme.Hucheloup,1,Mme.Hucheloup->Grantaire,279.9323,103.530365
Mme.Hucheloup,1,Mme.Hucheloup->Bahorel,279.9323,103.530365
Mme.Hucheloup,1,Mme.Hucheloup->Courfeyrac,279.9323,103.530365
Mme.Hucheloup,1,Mme.Hucheloup->Gavroche,279.9323,103.530365
Mme.Hucheloup,1,Mme.Hucheloup->Enjolras,279.9323,103.530365
Myriel,1,Napoleon->Myriel,-190.20494,-384.52396
Myriel,8,Mlle.Baptistine->Myriel,-190.20494,-384.52396
Myriel,10,Mme.Magloire->Myriel,-190.20494,-384.52396
Mlle.Baptistine,6,Mme.Magloire->Mlle.Baptistine,-114.60866,-258.69543
Myriel,1,CountessdeLo->Myriel,-190.20494,-384.52396
Myriel,1,Geborand->Myriel,-190.20494,-384.52396
Myriel,1,Champtercier->Myriel,-190.20494,-384.52396
Myriel,1,Cravatte->Myriel,-190.20494,-384.52396
Myriel,2,Count->Myriel,-190.20494,-384.52396
Myriel,1,OldMan->Myriel,-190.20494,-384.52396
Labarre,1,Valjean->Labarre,-11.758081,-211.08481
Mme.Magloire,3,Valjean->Mme.Magloire,-147.56654,-247.29549
Mlle.Baptistine,3,Valjean->Mlle.Baptistine,-114.60866,-258.69543
Myriel,5,Valjean->Myriel,-190.20494,-384.52396
Valjean,1,Marguerite->Valjean,-51.78453,-38.942287
Valjean,1,Mme.deR->Valjean,-51.78453,-38.942287
Valjean,1,Isabeau->Valjean,-51.78453,-38.942287
Valjean,1,Gervais->Valjean,-51.78453,-38.942287
Tholomyes,4,Listolier->Tholomyes,-158.31291,226.4188
Tholomyes,4,Fameuil->Tholomyes,-158.31291,226.4188
Listolier,4,Fameuil->Listolier,-254.43108,287.21588
Tholomyes,4,Blacheville->Tholomyes,-158.31291,226.4188
Listolier,4,Blacheville->Listolier,-254.43108,287.21588
Fameuil,4,Blacheville->Fameuil,-273.9744,267.00085
Tholomyes,3,Favourite->Tholomyes,-158.31291,226.4188
Listolier,3,Favourite->Listolier,-254.43108,287.21588
Fameuil,3,Favourite->Fameuil,-273.9744,267.00085
Blacheville,4,Favourite->Blacheville,-227.54422,282.25015
Tholomyes,3,Dahlia->Tholomyes,-158.31291,226.4188
Listolier,3,Dahlia->Listolier,-254.43108,287.21588
Fameuil,3,Dahlia->Fameuil,-273.9744,267.00085
Blacheville,3,Dahlia->Blacheville,-227.54422,282.25015
Favourite,5,Dahlia->Favourite,-238.93977,252.62543
Tholomyes,3,Zephine->Tholomyes,-158.31291,226.4188
Listolier,3,Zephine->Listolier,-254.43108,287.21588
Fameuil,3,Zephine->Fameuil,-273.9744,267.00085
Blacheville,3,Zephine->Blacheville,-227.54422,282.25015
Favourite,4,Zephine->Favourite,-238.93977,252.62543
Dahlia,4,Zephine->Dahlia,-283.55612,240.27121
Tholomyes,3,Fantine->Tholomyes,-158.31291,226.4188
Listolier,3,Fantine->Listolier,-254.43108,287.21588
Fameuil,3,Fantine->Fameuil,-273.9744,267.00085
Blacheville,3,Fantine->Blacheville,-227.54422,282.25015
Favourite,4,Fantine->Favourite,-238.93977,252.62543
Dahlia,4,Fantine->Dahlia,-283.55612,240.27121
Zephine,4,Fantine->Zephine,-259.42078,227.83728
Marguerite,2,Fantine->Marguerite,-207.27106,40.93105
Valjean,9,Fantine->Valjean,-51.78453,-38.942287
Fantine,2,Mme.Thenardier->Fantine,-164.02777,145.06383
Valjean,7,Mme.Thenardier->Valjean,-51.78453,-38.942287
Mme.Thenardier,13,Thenardier->Mme.Thenardier,-10.987312,105.44426
Fantine,1,Thenardier->Fantine,-164.02777,145.06383
Valjean,12,Thenardier->Valjean,-51.78453,-38.942287
Mme.Thenardier,4,Cosette->Mme.Thenardier,-10.987312,105.44426
Valjean,31,Cosette->Valjean,-51.78453,-38.942287
Tholomyes,1,Cosette->Tholomyes,-158.31291,226.4188
Thenardier,1,Cosette->Thenardier,42.11955,112.88642
Valjean,17,Javert->Valjean,-51.78453,-38.942287
Fantine,5,Javert->Fantine,-164.02777,145.06383
Thenardier,5,Javert->Thenardier,42.11955,112.88642
Mme.Thenardier,1,Javert->Mme.Thenardier,-10.987312,105.44426
Cosette,1,Javert->Cosette,-45.892784,126.44478
Valjean,8,Fauchelevent->Valjean,-51.78453,-38.942287
Javert,1,Fauchelevent->Javert,-9.781557,27.497692
Fantine,1,Bamatabois->Fantine,-164.02777,145.06383
Javert,1,Bamatabois->Javert,-9.781557,27.497692
Valjean,2,Bamatabois->Valjean,-51.78453,-38.942287
Fantine,1,Perpetue->Fantine,-164.02777,145.06383
Perpetue,2,Simplice->Perpetue,-283.92502,120.20767
Valjean,3,Simplice->Valjean,-51.78453,-38.942287
Fantine,2,Simplice->Fantine,-164.02777,145.06383
Javert,1,Simplice->Javert,-9.781557,27.497692
Valjean,1,Scaufflaire->Valjean,-51.78453,-38.942287
Valjean,2,Woman1->Valjean,-51.78453,-38.942287
Javert,1,Woman1->Javert,-9.781557,27.497692
Valjean,3,Judge->Valjean,-51.78453,-38.942287
Bamatabois,2,Judge->Bamatabois,-157.9374,-12.59235
Valjean,3,Champmathieu->Valjean,-51.78453,-38.942287
Judge,3,Champmathieu->Judge,-216.58774,-51.24574
Bamatabois,2,Champmathieu->Bamatabois,-157.9374,-12.59235
Judge,2,Brevet->Judge,-216.58774,-51.24574
Champmathieu,2,Brevet->Champmathieu,-197.36003,-100.50225
Valjean,2,Brevet->Valjean,-51.78453,-38.942287
Bamatabois,1,Brevet->Bamatabois,-157.9374,-12.59235
Judge,2,Chenildieu->Judge,-216.58774,-51.24574
Champmathieu,2,Chenildieu->Champmathieu,-197.36003,-100.50225
Brevet,2,Chenildieu->Brevet,-167.2612,-89.13941
Valjean,2,Chenildieu->Valjean,-51.78453,-38.942287
Bamatabois,1,Chenildieu->Bamatabois,-157.9374,-12.59235
Judge,2,Cochepaille->Judge,-216.58774,-51.24574
Champmathieu,2,Cochepaille->Champmathieu,-197.36003,-100.50225
Brevet,2,Cochepaille->Brevet,-167.2612,-89.13941
Chenildieu,2,Cochepaille->Chenildieu,-221.84492,-80.86098
Valjean,2,Cochepaille->Valjean,-51.78453,-38.942287
Bamatabois,1,Cochepaille->Bamatabois,-157.9374,-12.59235
Thenardier,1,Pontmercy->Thenardier,42.11955,112.88642
Thenardier,1,Boulatruelle->Thenardier,42.11955,112.88642
Mme.Thenardier,2,Eponine->Mme.Thenardier,-10.987312,105.44426
Thenardier,3,Eponine->Thenardier,42.11955,112.88642
Eponine,2,Anzelma->Eponine,104.20825,99.42744
Thenardier,2,Anzelma->Thenardier,42.11955,112.88642
Mme.Thenardier,1,Anzelma->Mme.Thenardier,-10.987312,105.44426
Valjean,3,Woman2->Valjean,-51.78453,-38.942287
Cosette,1,Woman2->Cosette,-45.892784,126.44478
Javert,1,Woman2->Javert,-9.781557,27.497692
Fauchelevent,3,MotherInnocent->Fauchelevent,63.2403,-147.83212
Valjean,1,MotherInnocent->Valjean,-51.78453,-38.942287
Fauchelevent,2,Gribier->Fauchelevent,63.2403,-147.83212
Jondrette,1,Mme.Burgon->Jondrette,586.4305,27.31489
Mme.Burgon,2,Gavroche->Mme.Burgon,425.6208,34.055626
Thenardier,1,Gavroche->Thenardier,42.11955,112.88642
Javert,1,Gavroche->Javert,-9.781557,27.497692
Valjean,1,Gavroche->Valjean,-51.78453,-38.942287
Cosette,3,Gillenormand->Cosette,-45.892784,126.44478
Valjean,2,Gillenormand->Valjean,-51.78453,-38.942287
Gillenormand,1,Magnon->Gillenormand,-16.142853,171.13583
Mme.Thenardier,1,Magnon->Mme.Thenardier,-10.987312,105.44426
Gillenormand,9,Mlle.Gillenormand->Gillenormand,-16.142853,171.13583
Cosette,2,Mlle.Gillenormand->Cosette,-45.892784,126.44478
Valjean,2,Mlle.Gillenormand->Valjean,-51.78453,-38.942287
Mlle.Gillenormand,1,Mme.Pontmercy->Mlle.Gillenormand,-24.96392,216.91718
Pontmercy,1,Mme.Pontmercy->Pontmercy,85.28436,274.44308
Mlle.Gillenormand,1,Mlle.Vaubois->Mlle.Gillenormand,-24.96392,216.91718
Mlle.Gillenormand,2,Lt.Gillenormand->Mlle.Gillenormand,-24.96392,216.91718
Gillenormand,1,Lt.Gillenormand->Gillenormand,-16.142853,171.13583
Cosette,1,Lt.Gillenormand->Cosette,-45.892784,126.44478
Mlle.Gillenormand,6,Marius->Mlle.Gillenormand,-24.96392,216.91718
Gillenormand,12,Marius->Gillenormand,-16.142853,171.13583
Pontmercy,1,Marius->Pontmercy,85.28436,274.44308
Lt.Gillenormand,1,Marius->Lt.Gillenormand,4.615197,241.52464
Cosette,21,Marius->Cosette,-45.892784,126.44478
Valjean,19,Marius->Valjean,-51.78453,-38.942287
Tholomyes,1,Marius->Tholomyes,-158.31291,226.4188
Thenardier,2,Marius->Thenardier,42.11955,112.88642
Eponine,5,Marius->Eponine,104.20825,99.42744
Gavroche,4,Marius->Gavroche,183.19376,44.461323
Gillenormand,1,BaronessT->Gillenormand,-16.142853,171.13583
Marius,1,BaronessT->Marius,84.1915,147.98248
Marius,1,Mabeuf->Marius,84.1915,147.98248
Eponine,1,Mabeuf->Eponine,104.20825,99.42744
Gavroche,1,Mabeuf->Gavroche,183.19376,44.461323
Marius,7,Enjolras->Marius,84.1915,147.98248
Gavroche,7,Enjolras->Gavroche,183.19376,44.461323
Javert,6,Enjolras->Javert,-9.781557,27.497692
Mabeuf,1,Enjolras->Mabeuf,218.59459,166.44547
Valjean,4,Enjolras->Valjean,-51.78453,-38.942287
Enjolras,15,Combeferre->Enjolras,148.44029,74.28512
Marius,5,Combeferre->Marius,84.1915,147.98248
Gavroche,6,Combeferre->Gavroche,183.19376,44.461323
Mabeuf,2,Combeferre->Mabeuf,218.59459,166.44547
Gavroche,1,Prouvaire->Gavroche,183.19376,44.461323
Enjolras,4,Prouvaire->Enjolras,148.44029,74.28512
Combeferre,2,Prouvaire->Combeferre,221.67989,94.698906
Gavroche,2,Feuilly->Gavroche,183.19376,44.461323
Enjolras,6,Feuilly->Enjolras,148.44029,74.28512
Prouvaire,2,Feuilly->Prouvaire,252.52956,60.80996
Combeferre,5,Feuilly->Combeferre,221.67989,94.698906
Mabeuf,1,Feuilly->Mabeuf,218.59459,166.44547
Marius,1,Feuilly->Marius,84.1915,147.98248
Marius,9,Courfeyrac->Marius,84.1915,147.98248
Enjolras,17,Courfeyrac->Enjolras,148.44029,74.28512
Combeferre,13,Courfeyrac->Combeferre,221.67989,94.698906
Gavroche,7,Courfeyrac->Gavroche,183.19376,44.461323
Mabeuf,2,Courfeyrac->Mabeuf,218.59459,166.44547
Eponine,1,Courfeyrac->Eponine,104.20825,99.42744
Feuilly,6,Courfeyrac->Feuilly,203.9916,133.25905
Prouvaire,3,Courfeyrac->Prouvaire,252.52956,60.80996
Combeferre,5,Bahorel->Combeferre,221.67989,94.698906
Gavroche,5,Bahorel->Gavroche,183.19376,44.461323
Courfeyrac,6,Bahorel->Courfeyrac,201.80182,108.21158
Mabeuf,2,Bahorel->Mabeuf,218.59459,166.44547
Enjolras,4,Bahorel->Enjolras,148.44029,74.28512
Feuilly,3,Bahorel->Feuilly,203.9916,133.25905
Prouvaire,2,Bahorel->Prouvaire,252.52956,60.80996
Marius,1,Bahorel->Marius,84.1915,147.98248
Marius,5,Bossuet->Marius,84.1915,147.98248
Courfeyrac,12,Bossuet->Courfeyrac,201.80182,108.21158
Gavroche,5,Bossuet->Gavroche,183.19376,44.461323
Bahorel,4,Bossuet->Bahorel,236.94731,115.83865
Enjolras,10,Bossuet->Enjolras,148.44029,74.28512
Feuilly,6,Bossuet->Feuilly,203.9916,133.25905
Prouvaire,2,Bossuet->Prouvaire,252.52956,60.80996
Combeferre,9,Bossuet->Combeferre,221.67989,94.698906
Mabeuf,1,Bossuet->Mabeuf,218.59459,166.44547
Valjean,1,Bossuet->Valjean,-51.78453,-38.942287
Bahorel,5,Joly->Bahorel,236.94731,115.83865
Bossuet,7,Joly->Bossuet,172.52101,76.79466
Gavroche,3,Joly->Gavroche,183.19376,44.461323
Courfeyrac,5,Joly->Courfeyrac,201.80182,108.21158
Enjolras,5,Joly->Enjolras,148.44029,74.28512
Feuilly,5,Joly->Feuilly,203.9916,133.25905
Prouvaire,2,Joly->Prouvaire,252.52956,60.80996
Combeferre,5,Joly->Combeferre,221.67989,94.698906
Mabeuf,1,Joly->Mabeuf,218.59459,166.44547
Marius,2,Joly->Marius,84.1915,147.98248
Bossuet,3,Grantaire->Bossuet,172.52101,76.79466
